Ürün ID,Stok Kodu,Barkod,Ürün Adı,Ana Kategori,Alt Kategori,Marka,Mikro Stok,Hepcazip Satış Fiyatı,Ofis26 Satış Fiyatı,Mevcut Alış Fiyatı,Mevcut Kar Marjı - Hepcazip,Mevcut Kar Marjı - Ofis26,Tedarikçi Güncel Alış Fiyatı,Güncel Kar Marjı - Hepcazip,Güncel Kar Marjı - Ofis26,Akakçe Fiyatı,Raf,Raf Adet,Kasa,Kasa Adet,Palet,Palet Adet
22203,SDI-OTO,8691230959982,Sdi Maket Bıçağı Dar Otomatik Kilitlemeli 30 Derece,Masaüstü Gereçler,Maket Bıçağı,SDI,,,,,,,,,,,,,,,,
22204,64494,8691200644945,Sdi Maket Bıçağı Yedeği Dar 1361,Masaüstü Gereçler,Maket Bıçağı Yedeği,SDI,,,,,,,,,,,,,,,,
22205,30066,8691200300667,Sdi Maket Bıçağı Yedeği Geniş 1404,Masaüstü Gereçler,Maket Bıçağı Yedeği,SDI,,,,,,,,,,,,,,,,
22206,30065,8691200300650,Sdi Maket Bıçağı Yedeği Dar 1403,Masaüstü Gereçler,Maket Bıçağı Yedeği,SDI,,,,,,,,,,,,,,,,
22207,2771--,8691231597099,Mas Maket Bıçağı Yedeği No:18,Masaüstü Gereçler,Maket Bıçağı Yedeği,Mas,,,,,,,,,,,,,,,,
22208,244051,8691200244053,Altınyıldız Personel Özlük Dosyası 24 Yp,Kağıt Ürünleri,Mali Defter ve Evraklar,Altınyıldız,,,,,,,,,,,,,,,,
22209,96962,8691200969628,Dilman Senet Karnesi,Kağıt Ürünleri,Mali Defter ve Evraklar,Dilman,,,,,,,,,,,,,,,,
22210,36719,8691200367196,Dilman Tediye Makbuzu Otokopili 2 Nüsha,Kağıt Ürünleri,Mali Defter ve Evraklar,Dilman,,,,,,,,,,,,,,,,
22211,DLM-POD,8694639092141,Dilman Personel Özlük Dosyası,Kağıt Ürünleri,Mali Defter ve Evraklar,Dilman,,,,,,,,,,,,,,,,
22212,566595,8691200566599,Özkan Para Makbuzu Otokopili  (2x50),Kağıt Ürünleri,Mali Defter ve Evraklar,Dilman,,,,,,,,,,,,,,,,
22213,566601,8691200566605,Özkan Tahsilat  Makbuzu Otokopili  (2x50),Kağıt Ürünleri,Mali Defter ve Evraklar,Dilman,,,,,,,,,,,,,,,,
22214,36868,8691200368681,DİLMAN KASA DEFTERİ 20X28 320 YAPRAK,Kağıt Ürünleri,Mali Defter ve Evraklar,Dilman,,,,,,,,,,,,,,,,
22215,233857,8691234337310,Panda Mantar Pano 30x45 cm,Masaüstü Gereçler,Mantar Pano,İnter,,,,,,,,,,,,,,,,
22216,233856,8691200233859,Panda Mantar Pano 45x60 cm,Masaüstü Gereçler,Mantar Pano,İnter,,,,,,,,,,,,,,,,
22217,233859,8691234428028,Panda Mantar Pano 60x90 cm,Masaüstü Gereçler,Mantar Pano,İnter,,,,,,,,,,,,,,,,
22218,KMP-INT-30-45,8691233280386,İnter 30x45 Mantar Pano,Masaüstü Gereçler,Mantar Pano,İnter,,,,,,,,,,,,,,,,
22219,KMP-INT-90-120,8691231966391,İnter Mantar Pano 90x120 cm,Masaüstü Gereçler,Mantar Pano,İnter,,,,,,,,,,,,,,,,
22220,SCS-127,8691236135989,Scrikss 0.7 MM Kalem Ucu,,,Scrikss,,,,,,,,,,,,,,,,
22221,13048,6933256600172,Faber Castell Min/Uç Super Fıne 07mm 2B 60 mm 20'Li Tüp,,,Faber Castell,,,,,,,,,,,,,,,,
22222,3169,8691200031691,Tombow Uç 07 2B,,,Tombow,,,,,,,,,,,,,,,,
22223,13045,6933256600141,Faber Castell Min/Uç Super Fıne 05mm 2B 60 mm 20'Li Tüp,,,Faber Castell,,,,,,,,,,,,,,,,
22224,SCS-1277,8691230139081,Scrikss 0.5 MM Kalem Ucu,,,Scrikss,,,,,,,,,,,,,,,,
22225,3167,8691200031677,Tombow Uç 05 2B,,,Tombow,,,,,,,,,,,,,,,,
22226,869743,8691200869744,Mikro Min Cetvelli 2B 75 MM 0.9 UÇ,,,Mikro,,,,,,,,,,,,,,,,
22227,228842,8691200228848,Pelikan Dolma Twist Roller Kalem 15'li,Masaüstü Gereçler,Mürekkep,Pelikan,,,,,,,,,,,,,,,,
22228,BR-330-S,8691231056431,Brons Istampa Mürekkebi Yağlı 50 CC Siyah,Masaüstü Gereçler,Mürekkep,Brons,,,,,,,,,,,,,,,,
22229,17816,8691200178167,Pelikan Istampa Mürekkebi 28 ML Mavi,Masaüstü Gereçler,Mürekkep,Pelikan,,,,,,,,,,,,,,,,
22230,BR-330-K,8691237191852,Brons Istampa Mürekkebi Yağlı 50 CC Kırmızı,Masaüstü Gereçler,Mürekkep,Brons,,,,,,,,,,,,,,,,
22231,BR-330-M,8691237104844,Brons Istampa Mürekkebi Yağlı 50 CC Mavi,Masaüstü Gereçler,Mürekkep,Brons,,,,,,,,,,,,,,,,
22232,PLK-STMP-S,4012700351197,Pelikan Istampa Mürekkebi 28 ML Siyah,Masaüstü Gereçler,Mürekkep,Pelikan,,,,,,,,,,,,,,,,
22233,308182,8691200308182,Pelikan 4001 Dolma Kalem Kartuşu Uzun 5'li,Masaüstü Gereçler,Mürekkep,Pelikan,,,,,,,,,,,,,,,,
22234,PLK-STMP-K,4012700351227,Pelikan Istampa Mürekkebi 28 ML Kırmızı,Masaüstü Gereçler,Mürekkep,Pelikan,,,,,,,,,,,,,,,,
22235,M0464,8691217046404,Mas Istampa Mürekkebi 20 ml Kırmızı,Masaüstü Gereçler,Mürekkep,Mas,,,,,,,,,,,,,,,,
22236,M0462,8691217046206,Mas Istampa Mürekkebi 20 ml Siyah,Masaüstü Gereçler,Mürekkep,Mas,,,,,,,,,,,,,,,,
22237,M0463,8691217046305,Mas Istampa Mürekkebi 20 ml Mavi,Masaüstü Gereçler,Mürekkep,Mas,,,,,,,,,,,,,,,,
22238,MAS-50,8691234919885,Mas Istampa No:3 8X9,Masaüstü Gereçler,Mürekkep,Mas,,,,,,,,,,,,,,,,
22239,154842,8680454912191,Kraf Istampa Mürekkebi 30CC Kırmızı 430G,Masaüstü Gereçler,Mürekkep,Kraf,,,,,,,,,,,,,,,,
22240,MAS-51,8691239422662,Mas Istampa Büyük 10x13,Masaüstü Gereçler,Mürekkep,Mas,,,,,,,,,,,,,,,,
22241,184900,8691200184908,Edding Beyaz Tahta Mürekkebi Mavi 30 ml 2'li,Masaüstü Gereçler,Mürekkep,Edding,,,,,,,,,,,,,,,,
22242,93310,8691200933100,Sırdaş Istampa Mürekkebi 28cc Yeşil 7011,Masaüstü Gereçler,Mürekkep,Sırdaş,,,,,,,,,,,,,,,,
22243,184898,8691200184892,Edding Beyaz Tahta Mürekkebi Siyah 30 ml 2'li,Masaüstü Gereçler,Mürekkep,Edding,,,,,,,,,,,,,,,,
22244,184899,8691237034756,Edding Beyaz Tahta Mürekkebi Kırmızı 30 ml 2'li,Masaüstü Gereçler,Mürekkep,Edding,,,,,,,,,,,,,,,,
22245,KI-BRZ-KRMZ,8697405221189,Brons Istampa Mürekkebi Yağlı 30 CC Kırmızı,Masaüstü Gereçler,Mürekkep,Brons,,,,,,,,,,,,,,,,
22246,236056,8691200236058,Pelikan Tükenmez Kalem  Jazz Nobble 12'li,Masaüstü Gereçler,Mürekkep,Pelikan,,,,,,,,,,,,,,,,
22247,KI-BRZ-SYH-500,8691239155265,Brons Istampa Mürekkebi Yağlı 500 CC Siyah,Masaüstü Gereçler,Mürekkep,Brons,,,,,,,,,,,,,,,,
22248,M654,8691236670564,Post-it 654 Yapışkanlı Not Kağıdı Sarı 76 x 76,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22249,M653,8691237224805,Post-it 653 Yapışkanlı Not Kağıdı Sarı 38 x 51,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22250,PST-1,8691231942921,Post-it ,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22251,902383,8691232333163,Kores Yapışkanlı Not Kağıdı 150x100 100 Yaprak,Masaüstü Gereçler,Not Kağıtları,kores,,,,,,,,,,,,,,,,
22252,R-330,8691236786872,Post-it R-330 Yapışkanlı Not Kağıdı Sarı 76 x 76,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22253,902382,8691235186147,Kores İndex Film  45x12mm 4 Renk 40 Yp ,Masaüstü Gereçler,Not Kağıtları,kores,,,,,,,,,,,,,,,,
22254,MAS-77,8691239769026,Post-it 4645 Yapışkanlı Not Kağıdı 101X152,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22255,M655,8691231549464,Post-it 655 Yapışkanlı Not Kağıdı Sarı 76 x 127,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22256,M657,8691232183640,Post-it 657 Yapışkanlı Not Kağıdı 76 x 102,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22257,131966,8691230750612,Kraf İndex Film  13x44mm 5 Renk 25 Yp 1344,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22258,131964,8680454910456,Kraf Yapışkanlı Not Kağıt 15x50mm 5 Renk X 100 Sy,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22259,M3653,8691217365307,Mas 3653 Yapışkanlı Not Kağıdı 3 Blok,Masaüstü Gereçler,Not Kağıtları,Mas,,,,,,,,,,,,,,,,
22260,M3655,8691217365505,Mas 3655 Yapışkanlı Not Kağıdı Sarı 100 Syf,Masaüstü Gereçler,Not Kağıtları,Mas,,,,,,,,,,,,,,,,
22261,775355,8691234051606,Noki Yapışkanlı Not Kağıdı Pastel (75x75) Neon 400 Sayfa,Masaüstü Gereçler,Not Kağıtları,Noki,,,,,,,,,,,,,,,,
22262,203013,8691236111244,Kraf Yapışkanlı Not Kağıdı 25x42mm 5 Renk 20 Yp 1555,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22263,77535,8691200775359,Noki Yapışkanlı Not Kağıdı Pastel (75x75) Bahar 400 Sayfa,Masaüstü Gereçler,Not Kağıtları,Noki,,,,,,,,,,,,,,,,
22264,77539,8691200775397,Noki Yapışkanlı Not Kağıdı Pastel (75x75) Buz 400 Sayfa,Masaüstü Gereçler,Not Kağıtları,Noki,,,,,,,,,,,,,,,,
22265,M3671,8691217367103,Mas 3671 Yapışkanlı Şekilli Not Kağıdı,Masaüstü Gereçler,Not Kağıtları,Mas,,,,,,,,,,,,,,,,
22266,214432,8691200214438,Kraf Yapışkanlı Not Kağıdı 76x76 100 YPR Şeffaf Karışık,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22267,89837,8680454905803,Kraf Küp Not 9X9 cm 116G,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22268,131991,8691200131995,Kraf Yapışkanlı Not Kağıdı Küp 76X76 400yp Neon 7676CN,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22269,214213,8691200214216,Kraf Yapışkanlı Not Kağıdı 76x76 50 YPR Şeffaf-Sarı,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22270,214214,8691232777668,Kraf Yapışkanlı Not Kağıdı 76x76 50 YPR Şeffaf,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22271,131962,8680454910517,Kraf Yapışkanlı Not Kağıdı 38X51 Neon 3 lü 3851N,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22272,131959,8680454910548,Kraf Yapışkanlı Not Kağıdı 38x51 Sarı 3’Lü,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22273,203012,8691200203012,Kraf İndex Film  13x44mm 10 Renk 20 Yp 51246,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22274,1319577,8691239251857,Kraf Yapışkanlı Not Kağıdı 76X76 400 Yaprak Bright,Masaüstü Gereçler,Not Kağıtları,Kraf,,,,,,,,,,,,,,,,
22275,M3673,8691231773842,Mas 3673 Yapışkanlı Şekilli Not Kağıdı Yıldız,Masaüstü Gereçler,Not Kağıtları,Mas,,,,,,,,,,,,,,,,
22276,M659,8691234457630,Post-it 659 Yapışkanlı Not Kağıdı 102 x 152,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22277,M670-5,8691239990139,Post-it 670-5 Yapışkanlı Not Kağıdı 5 Renk 15 x 50,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22278,M671-3,8691235834856,Post-it 671-3 Yapışkanlı Not Kağıdı 3 Renk 25 x 76,Masaüstü Gereçler,Not Kağıtları,Post-it,,,,,,,,,,,,,,,,
22279,mas-48,8691230925441,Mas 510 Metal Perfore Kartvizitlik Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22280,8915,8691200089159,"Cassa File Kalemlik, Ataşlık, Kağıtlık Seti Siyah 8915",Masaüstü Gereçler,Organizer,Cassa,,,,,,,,,,,,,,,,
22281,278000184,8691217080200,Mas Ataşlık Plastik ,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22282,MAS-45,8691234706046,Mas 500 Perforeli Kalemlik Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22283,M0505,8691217050593,Mas 505 Perfore Üçlü Set - Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22284,18140,8691200181402,Mas Pul Süngeri,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22285,MAS-7,8691232073610,Mas 495 Kalemlik Silindirik Plastik Kristal Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22286,MAS-44,8691238179870,Mas 495 Kalemlik Silindirik Plastik Kristal Kırmızı,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22287,MAS-9,8691230099159,Mas 500 Perforeli Kalemlik Mavi,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22288,MAS-06,8691238467011,Mas 490 Kalemlik Kübik Kristal Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22289,M0505-1,8691234717079,Mas 505 Perfore Üçlü Set - Mavi,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22290,M0505-2,8691230993331,Mas 505 Perfore Üçlü Set - Kırmızı,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22291,5042531,8693245042496,Noki Sekreterlik A4 Kapaklı Mavi,Masaüstü Gereçler,Organizer,Noki,,,,,,,,,,,,,,,,
22292,MK3111-MAS,8691217047005,Mas Zarf Açacağı Krom Kaplı,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22293,5042518,8691200504256,Noki Sekreterlik A4 Kapaklı Kırmızı,Masaüstü Gereçler,Organizer,Noki,,,,,,,,,,,,,,,,
22294,MAS-07,8691230800731,Mas 490 Kalemlik Kübik Kristal Kırmızı ,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22295,5042533,8693245042533,Noki Sekreterlik A4 Kapaksız Kırmızı,Masaüstü Gereçler,Organizer,Noki,,,,,,,,,,,,,,,,
22296,18132,8691200181327,Mas Kağıt Tutacağı Plastik İğneli,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22297,5042519,8693245042519,Noki Sekreterlik A4 Kapaklı Siyah,Masaüstü Gereçler,Organizer,Noki,,,,,,,,,,,,,,,,
22298,5042532,8693245042557,Noki Sekreterlik A4 Kapaksız Mavi,Masaüstü Gereçler,Organizer,Noki,,,,,,,,,,,,,,,,
22299,M0812-S1,8691234969581,Mas 529 Masaüstü Organizer Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22300,278012446,8691237602402,Mas 505 Perfore Üçlü Set - Gold,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22301,886,8691200008860,Mas 886 Magazinlik Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22302,47189,8691200471893,Kraf Sekreterlik A4 Kapaksız Mavi,Masaüstü Gereçler,Organizer,Kraf,,,,,,,,,,,,,,,,
22303,M0810-D,8691232002141,Mas 810 Masaüstü Organizer Duman,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22304,0812SS,8691237001814,Mas 812 Masaüstü Organizer Trendy Şeffaf,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22305,278011148,8691232409038,Mas 812 Masaüstü Organizer Trendy Duman,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22306,0886K,8691235021685,Mas 886 Magazinlik Kırmızı,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22307,M1330,8691238928877,Mas Cubbie Premium 4'lü Set- Duman,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22308,M1331,8691217133104,Mas Cubbie Premium 4'lü Set- Altın Sarısı,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22309,M0886-M,8691237728179,Mas 886 Magazinlik Mavi,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22310,M1332,8691217133203,Mas Cubbie Premium 4'lü Set- Rose Gold,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22311,0812K,8691217081276,Mas 812 Masaüstü Organizer Trendy Kırmızı,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22312,0812M,8691217081283,Mas 812 Masaüstü Organizer Trendy Mavi,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22313,22046,8691200220460,Kraf Sekreterlik A4 Kapaksız Kırmızı,Masaüstü Gereçler,Organizer,Kraf,,,,,,,,,,,,,,,,
22314,M0810,8691217081009,Mas 810 Masaüstü Organizer Şeffaf,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22315,M0812-S,8691217081290,Mas 812 Masaüstü Organizer Trendy Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22316,M1438,8691236992802,Mas 1438 Masaüstü Organizer Orion Kırmızı,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22317,82217,8691200822176,Kraf Perfore Kalemlik 475g Gri,Masaüstü Gereçler,Organizer,Kraf,,,,,,,,,,,,,,,,
22318,M0805,8691230680229,Mas 805 Plastik Not Tutucu - Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
22319,82313,8691200823135,Kraf Çöp Kovası Konik Gri 520G,Masaüstü Gereçler,Organizer,Kraf,,,,,,,,,,,,,,,,
22320,MO3460-KRF,8691237316442,Kraf Perfore Set 5 Lİ 455g Sİyah,Masaüstü Gereçler,Organizer,Kraf,,,,,,,,,,,,,,,,
22321,8905,8691200089050,Cassa File Ataşlık Siyah 8905,Masaüstü Gereçler,Organizer,Cassa,,,,,,,,,,,,,,,,
22322,LTZ-MM,8691236919411,Leitz Magazinlik Mavi,Masaüstü Gereçler,Organizer,Leitz,,,,,,,,,,,,,,,,
22323,818818,8691200818810,Eagle Metal Kartvizit Kutusu 818L,Masaüstü Gereçler,Organizer,Eagle,,,,,,,,,,,,,,,,
22324,2531,8691200025317,Kartvizit Albümü 600'lü SC600,Masaüstü Gereçler,Organizer,Serve,,,,,,,,,,,,,,,,
22325,11385,8691200113854,Cassa Metal Perfore Kartvizitlik Siyah 8920,Masaüstü Gereçler,Organizer,Cassa,,,,,,,,,,,,,,,,
22326,8814,8691200088145,Cassa Çok Gözlü Kalemlik Şeffaf 8814,Masaüstü Gereçler,Organizer,Cassa,,,,,,,,,,,,,,,,
22327,4002-1,8691236926701,Zuzu Solo Test ,Okul Kırtasiye,Oyun,Yıldızlar,,,,,,,,,,,,,,,,
22328,3960302,8691200396035,Yıldızlar Mishap Abaküs ,Okul Kırtasiye,Oyun,Yıldızlar,,,,,,,,,,,,,,,,
22329,184034214,4004764855247,Edding 790 Boya Dekor Markörü Beyaz,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22330,KKY-EDDNG-750-BYZ,4004764018642,Edding Paint Marker E-750 Beyaz,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22331,SCH-130,8691238859498,Schneider Maxx 130 Permanent Maker Siyah,Kalem ve Yazı Gereçleri,Permanent Kalem,Schneider,,,,,,,,,,,,,,,,
22332,SCH-MAX-270,8691234959414,Schneider Maxx 270 Paint Marker Beyaz,Kalem ve Yazı Gereçleri,Paint Markör,Schneider,,,,,,,,,,,,,,,,
22333,184034213,4004764855018,Edding 790 Boya Dekor Markörü Siyah,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22334,KKY-EDDNG-750-SYH,4004764018505,Edding Paint Marker E-750 Siyah,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22335,SCH-1301,8691230733627,Schneider Maxx 130 Permanent Maker Mavi,Kalem ve Yazı Gereçleri,Permanent Kalem,Schneider,,,,,,,,,,,,,,,,
22336,RPM-80/B,8691236450279,Rubenis Paint Markör Beyaz,Kalem ve Yazı Gereçleri,Paint Markör,Rubenis,,,,,,,,,,,,,,,,
22337,SCH-1302,8691236678545,Schneider Maxx 130 Permanent Maker Kırmızı,Kalem ve Yazı Gereçleri,Permanent Kalem,Schneider,,,,,,,,,,,,,,,,
22338,ED75101,4004764017461,Edding Boya Dekor Markörü E 751 Siyah,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22339,KKY-EDDNG-750-KRMZ,8691237539430,Edding Paint Marker E-750 Kırmızı,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22340,KKY-EDDNG-750-MV,8691230187975,Edding Paint Marker E-750 Mavi,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22341,SCH-1303,8691235589064,Schneider Maxx 130 Permanent Maker Yeşil,Kalem ve Yazı Gereçleri,Permanent Kalem,Schneider,,,,,,,,,,,,,,,,
22342,164328,8680454930256,Kraf Paint Markör 830 Siyah,Kalem ve Yazı Gereçleri,Paint Markör,Kraf,,,,,,,,,,,,,,,,
22343,11756,8680454930157,Kraf Paint Marker 830 Beyaz,Kalem ve Yazı Gereçleri,Paint Markör,Kraf,,,,,,,,,,,,,,,,
22344,ED75149CR,4004764017607,Edding Boya Dekor Markörü E 751 Beyaz,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22345,KKY-EDDNG-750-GMS,8691230006249,Edding Paint Marker E-750 Gümüş,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22346,KKY-EDDNG-750-YSL,8691238514250,Edding Paint Marker E-750 Yeşil,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22347,ED409565,8691236719293,Edding Cam Kalemi 3 mm E-4095 Fosforlu Sarı,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22348,ED409569,8691237947010,Edding Cam Kalemi 3 mm E-4095 Fosforlu Pembe,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22349,ED409566,8691234937412,Edding Cam Kalemi 3 mm E-4095 Fosforlu Turuncu,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22350,ED409502,8691239713499,Edding Cam Kalemi 3 mm E-4095 Kırmızı,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22351,ED409503,8691239246623,Edding Cam Kalemi 3 mm E-4095 Mavi,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22352,ED409501,8691237101470,Edding Cam Kalemi 3 mm E-4095 Siyah,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22353,ED409504,8691233593924,Edding Cam Kalemi 3 mm E-4095 Yeşil,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22354,KKY-EDDNG-750-SR,8691236204900,Edding Paint Marker E-750 Sarı,Kalem ve Yazı Gereçleri,Paint Markör,Edding,,,,,,,,,,,,,,,,
22355,144503,8680454925672,Kraf Para Kontrol Kalemi 200G,Kalem ve Yazı Gereçleri,Para Kontrol Kalemi,Kraf,,,,,,,,,,,,,,,,
22356,BC-5,8691237254437,Bic Plastidekor 12 Renk Kuru Pastel Boya,Okul Kırtasiye,Pastel Boya,Bic,,,,,,,,,,,,,,,,
22357,FC-27,8691238459558,Faber-Castell Karton Kutulu 12'li Pastel Boya,Okul Kırtasiye,Pastel Boya,Faber Castell,,,,,,,,,,,,,,,,
22358,FC-6,8691239656888,Faber Castell Pastel Boya 12'li Plastik Kutu,Okul Kırtasiye,Pastel Boya,Faber Castell,,,,,,,,,,,,,,,,
22359,PD-01,8691234852044,Play-doh Mum Pastel Boya Crayon Yuvarlak 12 Renk,Okul Kırtasiye,Pastel Boya,Play-doh,,,,,,,,,,,,,,,,
22360,PNS-PSTL,8691234886978,Pensan Kidz Pratik Kutulu Pastel Boya 12 Renk,Okul Kırtasiye,Pastel Boya,Pensan,,,,,,,,,,,,,,,,
22361,PD-07,8691231344923,Play-doh Pastel Boya 12 Renk,Okul Kırtasiye,Pastel Boya,Play-doh,,,,,,,,,,,,,,,,
22362,PD-08,8691234994452,Play-doh Pastel Boya 24 Renk Play-Pa004,Okul Kırtasiye,Pastel Boya,Play-doh,,,,,,,,,,,,,,,,
22363,FC-28,8691231917367,Faber Castell Karton Çantalı Pastel Boya 24'lü,Okul Kırtasiye,Pastel Boya,Faber Castell,,,,,,,,,,,,,,,,
22364,FC-45,8691234982029,Adel Pastel Boya 12'li ,Okul Kırtasiye,Pastel Boya,Adel,,,,,,,,,,,,,,,,
22365,FC-26,8691234749006,Faber-Castell Plastik Çantalı 18'li Pastel Boya,Okul Kırtasiye,Pastel Boya,Faber Castell,,,,,,,,,,,,,,,,
22366,FC-29,8691237219866,Faber Castell Pastel Boya 24'lü,Okul Kırtasiye,Pastel Boya,Faber Castell,,,,,,,,,,,,,,,,
22367,FC-48,8691232714510,Adel Pastel Boya Çantalı 24Lü,Okul Kırtasiye,Pastel Boya,Adel,,,,,,,,,,,,,,,,
22368,FC-58,8691232638560,Faber Castell Pergel Parlak Renkler,Okul Kırtasiye,Pergel,Faber Castell,,,,,,,,,,,,,,,,
22369,ED30001,4004764390564,Edding Permanent Markör E300 Siyah,Kalem ve Yazı Gereçleri,Permanent Kalem,Edding,,,,,,,,,,,,,,,,
22370,205531,8691200205535,Edding Permanent Markör E103 Siyah,Kalem ve Yazı Gereçleri,Permanent Kalem,Edding,,,,,,,,,,,,,,,,
22371,ED30003,4004764390588,Edding Permanent Markör E300 Mavi,Kalem ve Yazı Gereçleri,Permanent Kalem,Edding,,,,,,,,,,,,,,,,
22372,205533,8691235598203,Edding Permanent Markör E103 Mavi,Kalem ve Yazı Gereçleri,Permanent Kalem,Edding,,,,,,,,,,,,,,,,
22373,ED30004,8691232356084,Edding Permanent Markör E300 Yeşil,Kalem ve Yazı Gereçleri,Permanent Kalem,Edding,,,,,,,,,,,,,,,,
